pedidos,casos,id_general,estado,organismo_informante,nro_de_expediente_interno,forma_del_pedido,punto_de_ingreso,sector_al_que_se_dirige_la_solicitud,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_organismo,fecha_de_recepcion_de_la_solicitud_por_el_organismo,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_enlace,fecha_de_recepcion_de_la_solicitud_por_el_enlace,perfil_del_solicitante,sintesis_de_la_solicitud,rubro_de_solicitud_de_informacion,sector_al_que_derivo_el_enlace_dentro_del_organismo,plazo_en_el_que_se_contesto_la_solicitud,forma_de_aviso_de_uso_de_la_prorroga_al_solicitante,condicion_de_respuesta,isodatetime_fecha_de_la_respuesta,fecha_de_la_respuesta,cargo_del_funcionario_que_firma_la_entrega_de_la_informacion
185.0,273,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",62492/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-03-26T00:00:00-03:00,3/26/2015,2015-03-26T00:00:00-03:00,3/26/2015,Senador/Diputado u otro cargo electo,"Solicita información sobre las obras de ejecución de la Ruta nº23, monto, modalidad de contratación,obra contratista, cronograma de ejecución",Asignación de presupuesto,Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-04-17T00:00:00-03:00,17/04/2015,Sec. De Obras Publicas
186.0,274,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",62491/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-03-26T00:00:00-03:00,3/26/2015,2015-06-27T00:00:00-03:00,6/27/2015,Senador/Diputado u otro cargo electo,Solicita el detalle para el período 2010-2015 de la cantidad de `planes de adjudicación o mejoramiento de viviendas entregadas.,"Información Estadística, Informes, Estudios e Investigaciones Oficiales",Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-04-28T00:00:00-03:00,28/04/2015,Ss. De Obras Publicas
187.0,275,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",62493/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-03-26T00:00:00-03:00,3/26/2015,2015-03-26T00:00:00-03:00,3/26/2015,Senador/Diputado u otro cargo electo,Solicita información sobre el funcionamiento de la Subsecretaria de Recursos Hidricos,Información político - institucional,Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-04-22T00:00:00-03:00,22/04/2015,Sec. De Obras Publicas
188.0,276,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",91708/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-04-30T00:00:00-03:00,4/30/2015,2015-05-05T00:00:00-03:00,5/5/2015,Senador/Diputado u otro cargo electo,Solicita información y solicita copia del convenio preliminar firmado entre NASA y Rosatom Overseas para la construcción de una central nuclear en Argentina,Información político - institucional,Ss. de Coord. y Control de Gestion,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-28T00:00:00-03:00,28/05/2015,Ss. de Coord. y Control de Gestion
189.0,277,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",93379/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,"Solicita información sobre los cambios de planes de las empresas telefónicas, saber de las multas y castigos",Actuaciones administrativas,Sec. de Comunicaciones,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-26T00:00:00-03:00,26/05/2015,Sec. De Comunicaciones
190.0,278,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",94046/2015,Nota,Otra Mesa de Entradas del Organismo,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Organización Social Comunitaria,Solicita información sobre Vaca Muerta y la empresa Chevron Argentina.,Actuaciones administrativas,Sec. de Energia,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-04T00:00:00-03:00,04/06/2015,Sec. de Energia
191.0,279,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",94048/2015,Nota,Otra Mesa de Entradas del Organismo,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Organización Social Comunitaria,Solicita información sobre Vaca Muerta y la empresa Exxonmobil exploración argentina S.R.L,Actuaciones administrativas,Sec. de Energia,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-04T00:00:00-03:00,04/06/2015,Sec. de Energia
192.0,280,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",94049/2015,Nota,Otra Mesa de Entradas del Organismo,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Organización Social Comunitaria,Solicita información sobre Vaca Muerta y la empresa Pan American Energy Argentina,Actuaciones administrativas,Sec. de Energia,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-04T00:00:00-03:00,04/06/2015,Sec. de Energia
193.0,281,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",94051/2015,Nota,Otra Mesa de Entradas del Organismo,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Organización Social Comunitaria,Solicita información sobre Vaca Muerta y la empresa YPF S.A.,Actuaciones administrativas,Sec. de Energia,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-04T00:00:00-03:00,04/06/2015,Sec. de Energia
194.0,282,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",94053/2015,Nota,Otra Mesa de Entradas del Organismo,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Organización Social Comunitaria,Solicita información sobre Vaca Muerta y  la empresa Petrobras Argentina S.A.,Actuaciones administrativas,Sec. de Energia,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-04T00:00:00-03:00,04/06/2015,Sec. de Energia
195.0,283,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",94055/2015,Nota,Otra Mesa de Entradas del Organismo,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Organización Social Comunitaria,Solicita información sobre Vaca Muerta y la empresa Total,Actuaciones administrativas,Sec. de Energia,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-04T00:00:00-03:00,04/06/2015,Sec. de Energia
196.0,284,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",99625/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-05-11T00:00:00-03:00,5/11/2015,2015-05-12T00:00:00-03:00,5/12/2015,Senador/Diputado u otro cargo electo,_ Información referida a presupuesto destinado a proyectos y programas específicos llevados a cabo por el Estado Nacional,Asignación de presupuesto,Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-10T00:00:00-03:00,10/06/2015,Dirección Nac. de Vialidad
197.0,285,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",127805/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-06-10T00:00:00-03:00,6/10/2015,2015-06-12T00:00:00-03:00,6/12/2015,Particular,Solicita información sobre las obras en la autovía Lujan Mercedes,Asignación de presupuesto,,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-30T00:00:00-03:00,30/06/2015,Ss. De Obras Publicas
198.0,286,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",142517/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-06-25T00:00:00-03:00,6/25/2015,2015-06-26T00:00:00-03:00,6/26/2015,Senador/Diputado u otro cargo electo,Solicita información sobre la Licitación Publica nº 7/2014 para la contratacion del servicio integral de limpieza y mantenimiento de tanques del Centro Cultural Nestor Kirchner,"Contrataciones, licitaciones y concesiones públicas",Ss. de Coord. y Control de Gestion,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-07-21T00:00:00-03:00,21/07/2015,Ss. de Coord. y Control de Gestion
199.0,287,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",164573/2015,Nota,Máxima autoridad (Sobre cerrado o mail),M. de Planificacion Federal Inversion Publica y Servicios,2015-07-15T00:00:00-03:00,7/15/2015,2015-07-15T00:00:00-03:00,7/15/2015,Senador/Diputado u otro cargo electo,"Solicita información sobre el financiamiento de la obra de la ruta provincial 5, tramo Sierra Grande","Contrataciones, licitaciones y concesiones públicas",Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-08-10T00:00:00-03:00,10/08/2015,Ss. De Obras Publicas
200.0,288,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",178253/2015 NOTA OA/DPPTNº1461/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-07-27T00:00:00-03:00,7/27/2015,2015-07-27T00:00:00-03:00,7/27/2015,,,,Oficina Anticorrupcion,En el plazo de 10 días,,Devuelta por no corresponder al organismo,,,
201.0,289,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",164569/2015,Nota,Máxima autoridad (Sobre cerrado o mail),M. de Planificacion Federal Inversion Publica y Servicios,2015-07-15T00:00:00-03:00,7/15/2015,2015-07-15T00:00:00-03:00,7/15/2015,Senador/Diputado u otro cargo electo,Solicita información sobre el Proyecto Hidroeléctrico Portezuelo del Viento,"Contrataciones, licitaciones y concesiones públicas",Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-08-10T00:00:00-03:00,10/08/2015,Ss. De Obras Publicas
202.0,290,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",157235/2013,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-07-26T00:00:00-03:00,7/26/2015,2015-07-26T00:00:00-03:00,7/26/2015,Senador/Diputado u otro cargo electo,Solicita información y copia sobre el acuerdo entre YPF y Chebron para la producción de Hidrocarburos de Vaca Muerta,Actuaciones administrativas,Ss. de Coord. y Control de Gestion,En el plazo de 10 días,,Denegó por excepción Art16.A,2013-08-14T00:00:00-03:00,14/08/2013,Ss. de Coord. y Control de Gestion
203.0,291,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",206837/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-20T00:00:00-03:00,8/20/2015,2015-08-18T00:00:00-03:00,8/18/2015,ONG,Solicita información sobre un listado de empresas sobre obras publicas y licitaciones,"Contrataciones, licitaciones y concesiones públicas",Ss. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-14T00:00:00-03:00,14/09/2015,Sec. De Obras Publicas
204.0,292,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",193843/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-04T00:00:00-03:00,8/4/2015,2015-08-04T00:00:00-03:00,8/4/2015,Senador/Diputado u otro cargo electo,Solicita información sobre la licitacion de los servicios audiovisuales del centro cultural Kirchner,"Contrataciones, licitaciones y concesiones públicas",Ss. de Coord. y Control de Gestion,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-01T00:00:00-03:00,01/09/2015,Ss. de Coord. y Control de Gestion
206.0,294,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",209759/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-20T00:00:00-03:00,8/20/2015,2015-08-20T00:00:00-03:00,8/20/2015,Medios de comunicación,Solicita información sobre la producción anual de yacimientos carboniferos Rio Turbio. Personal y datos sobre la Usina Térmica,Información político - institucional,Yacimientos Carboníferos Río Turbio (Ycrt),En el plazo de 10 días,,Brindó la información,2015-09-01T00:00:00-03:00,01/09/2015,Yacimientos Carboníferos Río Turbio (YCRT)
207.0,295,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",209761/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-20T00:00:00-03:00,8/20/2015,2015-08-20T00:00:00-03:00,8/20/2015,Medios de comunicación,Solicita el listado de obras licitadas y adjudicadas para Santa Cruz período 2004-2015. Detalle de las empresas que ganaron. Misma consulta para la Pcia. De Chaco. Montos,"Contrataciones, licitaciones y concesiones públicas",Sec. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-16T00:00:00-03:00,16/09/2015,Sec. De Obras Publicas
208.0,296,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",211768/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-24T00:00:00-03:00,8/24/2015,2015-08-26T00:00:00-03:00,8/26/2015,Medios de comunicación,,"Contrataciones, licitaciones y concesiones públicas",Sec. de Obras Publicas,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-18T00:00:00-03:00,18/09/2015,Sec. De Obras Publicas
209.0,297,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",218425/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-20T00:00:00-03:00,8/20/2015,2015-08-28T00:00:00-03:00,8/28/2015,Medios de comunicación,Solicita información sobre fabricaciones militares,"Contrataciones, licitaciones y concesiones públicas",M. de Defensa,En el plazo de 10 días,,Derivada a otro organismo,2015-09-01T00:00:00-03:00,01/09/2015,Ss. de Coord. y Control de Gestion
210.0,298,MPL,Pendiente,"Ministerio de Planificación Federal, Inversión Publica y Servicios",207497/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-08-20T00:00:00-03:00,8/20/2015,2015-08-20T00:00:00-03:00,8/20/2015,Senador/Diputado u otro cargo electo,Solicita información sobre el cumplimiento de la Ley nº 23.681,Normativa/ documentos oficiales,Sec. de Energia,,,Pendiente,,,Ss. de Coord. y Control de Gestion
211.0,299,MPL,Pendiente,"Ministerio de Planificación Federal, Inversión Publica y Servicios",222591/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-09-02T00:00:00-03:00,9/2/2015,2015-09-08T00:00:00-03:00,9/8/2015,Senador/Diputado u otro cargo electo,Solicita información sobre la empresa Dioxitek,"Contrataciones, licitaciones y concesiones públicas",Sec. de Energia,En el plazo de 10 días,,Pendiente,,,Ss. de Coord. y Control de Gestion
212.0,300,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",225024/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-09-03T00:00:00-03:00,9/3/2015,2015-09-08T00:00:00-03:00,9/8/2015,Senador/Diputado u otro cargo electo,"Solicita informacion sobre el empleado del Ministerio José Ricardo Manzur, criterios de selección, antecedentes y justificación de la letra otorgada",Políticas de Recursos Humanos,Sec. de Mineria,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-29T00:00:00-03:00,29/09/2015,Ss. de Coord. y Control de Gestion
213.0,301,MPL,Cerrado en plazo,"Ministerio de Planificación Federal, Inversión Publica y Servicios",273823/2015,Nota,Mesa General de entradas,M. de Planificacion Federal Inversion Publica y Servicios,2015-09-23T00:00:00-03:00,9/23/2015,2015-09-24T00:00:00-03:00,9/24/2015,Particular,Solicita los planos del Museo del Bicentenario,"Información Estadística, Informes, Estudios e Investigaciones Oficiales",Presidencia de la Nación,En el plazo de 10 días,,Brindó la información,2015-09-29T00:00:00-03:00,29/09/2015,Ss. de Coord. y Control de Gestion
214.0,302,JGM-001/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0000250/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-01-05T00:00:00-03:00,1/5/2015,2015-01-05T00:00:00-03:00,1/5/2015,Particular,Información sobre Dictámenes de la ONEP,Actuaciones administrativas,Ss. de Gestion y Empleo Publico,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-02-02T00:00:00-03:00,02/02/2015,Ss. De Gestion Y Empleo Publico
215.0,303,JGM-002/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0004325/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-01-29T00:00:00-03:00,1/29/2015,2015-01-29T00:00:00-03:00,1/29/2015,Organización Social Comunitaria,Totalidad de fondos públicos destinados a la difución de actos de gobierno desde 2013 hasta 2015,Publicidad Oficial,TELAM S.E.,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-20T00:00:00-03:00,20/03/2015,TELAM S.E.
216.0,304,JGM-003/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0004395/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-01-30T00:00:00-03:00,1/30/2015,2015-01-30T00:00:00-03:00,1/30/2015,Medios de comunicación,Comunicaciones entre el SS de Seguridad y Alberto Nisman.,Otros ,,,,Derivada a otro organismo,,,
217.0,305,JGM-004/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0005321/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-02-04T00:00:00-03:00,2/4/2015,2015-02-04T00:00:00-03:00,2/4/2015,Particular,Infomación sobre Planta de Personal de la APN,Políticas de Recursos Humanos,Ss. de Coordinacion Administrativa,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-04T00:00:00-03:00,04/03/2015,Ss. De Coordinacion Administrativa
